ID,Region,Country,City,Latitude,Longitude,Activity,Description,Category,Difficulty,Skill_Tier,Tier_Level,Indoor_Outdoor,Popularity,Duration,Price_Range,Frequency,Equipment_Needed
25973,Africa,South Africa,Pretoria,34.9215,-8.183,electronics tinkering,"Experience the joy of electronics tinkering in Pretoria, South Africa, surrounded by supportive mentors and local tradition.",Lifestyle,Intermediate,Tier 2,2,Indoor,5,30 min,$,Seasonal,"breadboard, USB cable, resistors"
25974,Americas,Argentina,Buenos Aires,-4.0603,-64.195,scrapbooking,"Experience the joy of scrapbooking in Buenos Aires, Argentina, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Indoor,2,Half day,$$$,Seasonal,"notebook, pen, reading glasses"
25975,Oceania,Australia,Perth,20.8609,18.6595,car cleaning,"Experience the joy of car cleaning in Perth, Australia, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Outdoor,4,30 min,$$,Daily,"wax, sponge, bucket"
25976,Oceania,New Zealand,Wellington,14.868,103.4825,painting,"In Wellington, New Zealand, participants can explore painting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Indoor,2,30 min,$$,Monthly,"easel, acrylics, palette"
25977,Asia,India,Jaipur,23.7221,13.7419,architecture admiration,"In Jaipur, India, participants can explore architecture admiration through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Food,Easy,Tier 1,1,Outdoor,4,30 min,$$,Monthly,"camera, sketchbook, measure tape"
25978,Oceania,New Zealand,Wellington,34.6857,-67.6363,room by room,"Experience the joy of room by room in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Indoor,3,Half day,$$,Weekly,"organizer, baskets, storage box"
25979,Europe,Spain,Seville,56.795,-82.7354,building photography,"Building photography sessions in Seville, Spain, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Indoor,5,2 hours,$,Daily,"camera, tripod, lens"
25980,Africa,Kenya,Mombasa,30.5767,-80.1036,room by room,"In Mombasa, Kenya, participants can explore room by room through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Outdoor,2,30 min,$,Monthly,"organizer, baskets, storage box"
25981,Oceania,Australia,Melbourne,-33.4875,83.3204,site seeing,"Site seeing sessions in Melbourne, Australia, offer creativity, culture, and community learning.",Technology,Intermediate,Tier 2,2,Indoor,4,Half day,$$$,Daily,"map, water bottle, camera"
25982,Oceania,Australia,Brisbane,49.3771,36.9767,knife making,"Experience the joy of knife making in Brisbane, Australia, surrounded by supportive mentors and local tradition.",Wellness,Intermediate,Tier 2,2,Outdoor,4,30 min,$,Daily,"steel, anvil, hammer"
25983,Africa,South Africa,Johannesburg,-10.5475,-96.4969,architecture admiration,"Experience the joy of architecture admiration in Johannesburg, South Africa, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Indoor,1,30 min,$,Daily,"camera, sketchbook, measure tape"
25984,Americas,Argentina,Córdoba,7.8935,45.4315,scrapbooking,"Scrapbooking sessions in Córdoba, Argentina, offer creativity, culture, and community learning.",Automotive,Advanced,Tier 3,3,Outdoor,5,2 hours,$$$,Daily,"notebook, pen, reading glasses"
25985,Asia,Japan,Tokyo,17.2288,26.9072,architecture admiration,"Architecture admiration sessions in Tokyo, Japan, offer creativity, culture, and community learning.",Automotive,Intermediate,Tier 2,2,Indoor,2,1 hour,$$,Daily,"camera, sketchbook, measure tape"
25986,Oceania,Australia,Perth,-30.9541,63.3401,arts and crafts,"Arts and crafts sessions in Perth, Australia, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Indoor,3,1 hour,$$,Seasonal,"canvas, paint, brush set"
25987,Americas,Mexico,Cancún,51.8459,-42.6533,goal making/tracking,"In Cancún, Mexico, participants can explore goal making/tracking through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Food,Intermediate,Tier 2,2,Indoor,3,2 hours,$$,Monthly,"planner, sticky notes, markers"
25988,Oceania,New Zealand,Auckland,-1.3183,139.4543,room by room,"Room by room sessions in Auckland, New Zealand, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Indoor,2,30 min,$$,Seasonal,"organizer, baskets, storage box"
25989,Oceania,Australia,Melbourne,-4.7329,-41.7992,urban gardening,"Urban gardening sessions in Melbourne, Australia, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Indoor,1,Half day,$,Monthly,"watering can, soil, spade"
25990,Africa,South Africa,Cape Town,0.1632,64.2499,book club,"Experience the joy of book club in Cape Town, South Africa, surrounded by supportive mentors and local tradition.",Culture,Intermediate,Tier 2,2,Outdoor,1,1 hour,$$$,Daily,"notebook, pen, reading glasses"
25991,Americas,Brazil,Recife,-0.9876,-71.0942,building photography,"Experience the joy of building photography in Recife, Brazil, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Outdoor,3,1 hour,$,Daily,"camera, tripod, lens"
25992,Americas,Canada,Halifax,-21.8067,65.5941,interior organization,"Experience the joy of interior organization in Halifax, Canada, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,2,Half day,$,Daily,"camera, map, backpack"
25993,Americas,Canada,Montreal,-3.8109,-8.1981,leather stitching,"In Montreal, Canada, participants can explore leather stitching through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Technology,Easy,Tier 1,1,Outdoor,3,1 hour,$$,Weekly,"punch, awl, stitching kit"
25994,Americas,Brazil,Rio de Janeiro,27.0554,31.7372,memory journaling,"In Rio de Janeiro, Brazil, participants can explore memory journaling through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Culture,Intermediate,Tier 2,2,Outdoor,2,1 hour,$,Weekly,"diary, pen, color markers"
25995,Europe,Germany,Munich,59.7069,-78.8197,book club,"Book club sessions in Munich, Germany, offer creativity, culture, and community learning.",Wellness,Easy,Tier 1,1,Outdoor,5,30 min,$$,Seasonal,"notebook, pen, reading glasses"
25996,Oceania,New Zealand,Christchurch,-10.8374,33.0386,book club,"Book club sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Indoor,1,1 hour,$,Daily,"notebook, pen, reading glasses"
25997,Asia,Japan,Osaka,14.9174,98.3317,bead design,"Experience the joy of bead design in Osaka, Japan, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Outdoor,1,Half day,$$,Weekly,"string, needle, clips"
25998,Americas,Mexico,Guadalajara,28.2296,-66.9673,memory journaling,"Memory journaling sessions in Guadalajara, Mexico, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Outdoor,3,Half day,$,Weekly,"diary, pen, color markers"
25999,Oceania,Australia,Adelaide,7.2311,-116.5827,tech station,"Tech station sessions in Adelaide, Australia, offer creativity, culture, and community learning.",Culture,Easy,Tier 1,1,Outdoor,1,1 hour,$,Weekly,"soldering iron, circuit board, multimeter"
26000,Europe,Germany,Hamburg,35.9546,130.3326,painting,"In Hamburg, Germany, participants can explore painting through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Automotive,Intermediate,Tier 2,2,Outdoor,1,Half day,$,Seasonal,"easel, acrylics, palette"
26001,Asia,Turkey,Ankara,-16.1205,58.4153,homegrown food,"Experience the joy of homegrown food in Ankara, Turkey, surrounded by supportive mentors and local tradition.",Crafts,Advanced,Tier 3,3,Indoor,3,2 hours,$,Weekly,"gloves, planter, seeds"
26002,Africa,Kenya,Nairobi,24.9019,127.4756,local exploration,"Local exploration sessions in Nairobi, Kenya, offer creativity, culture, and community learning.",Lifestyle,Easy,Tier 1,1,Outdoor,4,2 hours,$,Weekly,"toolbox, tape measure, gloves"
26003,Africa,Kenya,Kisumu,-30.5646,-76.5549,metal crafting,"In Kisumu, Kenya, participants can explore metal crafting through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Technology,Intermediate,Tier 2,2,Indoor,3,Half day,$$,Daily,"forge, tongs, grinder"
26004,Asia,China,Beijing,-20.7686,28.7328,scrapbooking,"In Beijing, China, participants can explore scrapbooking through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Indoor,4,1 hour,$$$,Monthly,"notebook, pen, reading glasses"
26005,Africa,Kenya,Kisumu,57.8587,-52.9807,car maintenance,"Experience the joy of car maintenance in Kisumu, Kenya, surrounded by supportive mentors and local tradition.",Automotive,Easy,Tier 1,1,Indoor,5,2 hours,$,Weekly,"wax, sponge, bucket"
26006,Asia,Japan,Tokyo,-34.1765,40.4423,car maintenance,"Car maintenance sessions in Tokyo, Japan, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Outdoor,4,2 hours,$,Weekly,"wax, sponge, bucket"
26007,Asia,China,Guangzhou,-14.0047,121.0767,jewelry making,"Experience the joy of jewelry making in Guangzhou, China, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,3,Half day,$$$,Daily,"pliers, wire, beads"
26008,Oceania,New Zealand,Wellington,-29.8179,44.723,tech station,"Tech station sessions in Wellington, New Zealand, offer creativity, culture, and community learning.",Food,Intermediate,Tier 2,2,Indoor,3,2 hours,$,Daily,"soldering iron, circuit board, multimeter"
26009,Asia,China,Shanghai,-32.2625,-107.5647,self-care tutorial,"Self-care tutorial sessions in Shanghai, China, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Outdoor,4,30 min,$,Weekly,"wax, sponge, bucket"
26010,Oceania,New Zealand,Auckland,-11.0992,94.9514,memory journaling,"Experience the joy of memory journaling in Auckland, New Zealand, surrounded by supportive mentors and local tradition.",Wellness,Intermediate,Tier 2,2,Outdoor,1,Half day,$,Seasonal,"diary, pen, color markers"
26011,Europe,Sweden,Stockholm,41.5305,-17.7044,home repair,"In Stockholm, Sweden, participants can explore home repair through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Outdoor,2,1 hour,$$,Seasonal,"wrench, screwdriver, pliers"
26012,Europe,UK,Liverpool,36.0339,90.8645,painting,"In Liverpool, UK, participants can explore painting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Outdoor,4,2 hours,$$,Seasonal,"easel, acrylics, palette"
26013,Americas,Brazil,Rio de Janeiro,-3.807,-9.1538,folk dance,"Folk dance sessions in Rio de Janeiro, Brazil, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Outdoor,3,1 hour,$$$,Weekly,"music player, dance shoes, mirrors"
26014,Oceania,New Zealand,Wellington,12.6635,104.1872,car maintenance,"In Wellington, New Zealand, participants can explore car maintenance through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Indoor,5,1 hour,$,Weekly,"wax, sponge, bucket"
26015,Asia,Japan,Kyoto,-12.5977,132.5549,bag making,"Experience the joy of bag making in Kyoto, Japan, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Outdoor,4,Half day,$$,Seasonal,"needle, thread, fabric"
26016,Europe,France,Lyon,30.1577,131.2631,reading,"In Lyon, France, participants can explore reading through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Outdoor,4,30 min,$$,Monthly,"book, lamp, chair"
26017,Americas,Mexico,Guadalajara,11.7369,101.5458,book club,"Experience the joy of book club in Guadalajara, Mexico, surrounded by supportive mentors and local tradition.",Wellness,Intermediate,Tier 2,2,Outdoor,3,2 hours,$,Weekly,"notebook, pen, reading glasses"
26018,Oceania,New Zealand,Wellington,-25.2444,-39.8269,pottery,"Experience the joy of pottery in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Outdoor,5,30 min,$,Seasonal,"clay, wheel, apron"
26019,Africa,Kenya,Kisumu,49.8116,24.5225,room by room,"In Kisumu, Kenya, participants can explore room by room through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Technology,Easy,Tier 1,1,Indoor,3,1 hour,$,Daily,"organizer, baskets, storage box"
26020,Americas,Argentina,Córdoba,26.0286,33.9391,DIY hair and beauty,"Experience the joy of DIY hair and beauty in Córdoba, Argentina, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,4,2 hours,$$$,Seasonal,"mirror, hairdryer, comb"
26021,Africa,Kenya,Kisumu,2.6202,113.8758,room by room,"Experience the joy of room by room in Kisumu, Kenya, surrounded by supportive mentors and local tradition.",Food,Easy,Tier 1,1,Outdoor,4,Half day,$$,Seasonal,"organizer, baskets, storage box"
26022,Europe,Spain,Valencia,-39.0152,-77.1341,scrapbooking,"In Valencia, Spain, participants can explore scrapbooking through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Indoor,2,2 hours,$,Seasonal,"notebook, pen, reading glasses"
26023,Americas,Argentina,Rosario,-19.3537,82.5992,car cleaning,"Car cleaning sessions in Rosario, Argentina, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Outdoor,5,Half day,$,Seasonal,"wax, sponge, bucket"
26024,Asia,Turkey,Izmir,38.5238,82.7866,room by room,"Experience the joy of room by room in Izmir, Turkey, surrounded by supportive mentors and local tradition.",Culture,Intermediate,Tier 2,2,Outdoor,2,1 hour,$,Weekly,"organizer, baskets, storage box"
26025,Americas,USA,San Francisco,-4.2782,37.6394,cupboard clean out,"In San Francisco, USA, participants can explore cupboard clean out through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Automotive,Intermediate,Tier 2,2,Outdoor,2,Half day,$$,Daily,"bins, labels, towels"
26026,Asia,China,Guangzhou,-36.1416,-64.2401,dancing,"In Guangzhou, China, participants can explore dancing through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Outdoor,3,1 hour,$$$,Monthly,"camera, map, backpack"
26027,Africa,South Africa,Cape Town,18.1279,106.6533,personal planning,"Experience the joy of personal planning in Cape Town, South Africa, surrounded by supportive mentors and local tradition.",Automotive,Intermediate,Tier 2,2,Outdoor,3,2 hours,$$,Weekly,"notebook, pen, phone"
26028,Asia,China,Guangzhou,24.693,65.2376,interior organization,"Interior organization sessions in Guangzhou, China, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Indoor,5,1 hour,$,Monthly,"notebook, pen, phone"
26029,Europe,Sweden,Malmö,-16.4606,135.2198,urban gardening,"Experience the joy of urban gardening in Malmö, Sweden, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Outdoor,2,1 hour,$,Weekly,"watering can, soil, spade"
26030,Oceania,Australia,Brisbane,-22.5532,-37.5292,bag making,"Bag making sessions in Brisbane, Australia, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Outdoor,1,1 hour,$,Monthly,"needle, thread, fabric"
26031,Europe,Sweden,Malmö,57.3493,-37.2194,painting,"Painting sessions in Malmö, Sweden, offer creativity, culture, and community learning.",Lifestyle,Easy,Tier 1,1,Outdoor,4,30 min,$,Weekly,"easel, acrylics, palette"
26032,Europe,France,Nice,-29.2123,-17.0549,leather stitching,"In Nice, France, participants can explore leather stitching through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Outdoor,3,1 hour,$,Seasonal,"punch, awl, stitching kit"
26033,Europe,Italy,Florence,52.8915,-30.6062,local exploration,"In Florence, Italy, participants can explore local exploration through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Food,Intermediate,Tier 2,2,Outdoor,1,Half day,$,Seasonal,"paintbrush, apron, fabric scraps"
26034,Europe,Germany,Munich,14.116,4.3158,home repair,"In Munich, Germany, participants can explore home repair through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Indoor,2,1 hour,$,Seasonal,"wrench, screwdriver, pliers"
26035,Asia,Japan,Sapporo,12.653,-81.6826,bag making,"Experience the joy of bag making in Sapporo, Japan, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Indoor,4,2 hours,$,Daily,"needle, thread, fabric"
26036,Oceania,Australia,Sydney,-23.9404,99.7794,site seeing,"Experience the joy of site seeing in Sydney, Australia, surrounded by supportive mentors and local tradition.",Wellness,Intermediate,Tier 2,2,Outdoor,2,2 hours,$$$,Daily,"map, water bottle, camera"
26037,Africa,South Africa,Pretoria,11.6334,57.548,local exploration,"Local exploration sessions in Pretoria, South Africa, offer creativity, culture, and community learning.",Technology,Intermediate,Tier 2,2,Outdoor,3,2 hours,$$,Daily,"camera, map, backpack"
26038,Americas,Argentina,Córdoba,26.4627,41.9209,local exploration,"Local exploration sessions in Córdoba, Argentina, offer creativity, culture, and community learning.",Crafts,Easy,Tier 1,1,Indoor,1,1 hour,$$$,Daily,"toolbox, tape measure, gloves"
26039,Africa,Kenya,Mombasa,-5.6307,11.0227,DIY hair and beauty,"Experience the joy of DIY hair and beauty in Mombasa, Kenya, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Outdoor,3,Half day,$,Daily,"mirror, hairdryer, comb"
26040,Africa,South Africa,Pretoria,-24.9099,-69.0619,DIY home,"In Pretoria, South Africa, participants can explore DIY home through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Lifestyle,Intermediate,Tier 2,2,Outdoor,2,2 hours,$$$,Monthly,"paintbrush, apron, fabric scraps"
26041,Europe,Italy,Venice,17.9322,15.6486,electronics tinkering,"Electronics tinkering sessions in Venice, Italy, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Indoor,1,2 hours,$,Seasonal,"breadboard, USB cable, resistors"
26042,Oceania,Australia,Sydney,-8.5598,-102.03,book club,"Experience the joy of book club in Sydney, Australia, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Outdoor,4,1 hour,$$,Monthly,"notebook, pen, reading glasses"
26043,Oceania,New Zealand,Wellington,47.6151,144.8428,ceramic sculpting,"Experience the joy of ceramic sculpting in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Lifestyle,Intermediate,Tier 2,2,Outdoor,2,Half day,$$,Weekly,"kiln, ceramic tools, glaze"
26044,Oceania,Australia,Melbourne,-34.7483,87.0886,painting,"In Melbourne, Australia, participants can explore painting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Outdoor,4,1 hour,$,Seasonal,"easel, acrylics, palette"
26045,Africa,South Africa,Durban,29.7044,139.8867,leather stitching,"Experience the joy of leather stitching in Durban, South Africa, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Indoor,2,Half day,$,Weekly,"punch, awl, stitching kit"
26046,Americas,USA,San Francisco,54.9633,13.065,tech station,"In San Francisco, USA, participants can explore tech station through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Food,Intermediate,Tier 2,2,Outdoor,2,1 hour,$$,Seasonal,"soldering iron, circuit board, multimeter"
26047,Asia,India,Jaipur,10.0797,-95.4653,scrapbooking,"In Jaipur, India, participants can explore scrapbooking through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Indoor,5,1 hour,$$$,Monthly,"notebook, pen, reading glasses"
26048,Europe,UK,London,54.0341,-41.0076,DIY home,"Diy home sessions in London, UK, offer creativity, culture, and community learning.",Food,Intermediate,Tier 2,2,Outdoor,4,2 hours,$,Monthly,"camera, map, backpack"
26049,Americas,Brazil,Recife,47.0497,-78.5799,site seeing,"Experience the joy of site seeing in Recife, Brazil, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Indoor,5,2 hours,$$,Daily,"map, water bottle, camera"
26050,Europe,UK,Edinburgh,43.5449,-95.397,folk dance,"In Edinburgh, UK, participants can explore folk dance through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Lifestyle,Advanced,Tier 3,3,Indoor,4,Half day,$$,Weekly,"music player, dance shoes, mirrors"
26051,Africa,South Africa,Johannesburg,-21.9049,17.1296,metal crafting,"In Johannesburg, South Africa, participants can explore metal crafting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Outdoor,2,1 hour,$,Daily,"forge, tongs, grinder"
26052,Americas,USA,New York,6.5144,-65.2463,dancing,"In New York, USA, participants can explore dancing through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Wellness,Intermediate,Tier 2,2,Indoor,3,30 min,$,Weekly,"toolbox, tape measure, gloves"
26053,Asia,China,Chengdu,-36.484,73.5255,pottery,"Experience the joy of pottery in Chengdu, China, surrounded by supportive mentors and local tradition.",Lifestyle,Intermediate,Tier 2,2,Outdoor,2,Half day,$$,Monthly,"clay, wheel, apron"
26054,Europe,Italy,Venice,6.5794,-46.7612,DIY car,"In Venice, Italy, participants can explore DIY car through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Wellness,Intermediate,Tier 2,2,Outdoor,5,Half day,$,Seasonal,"wax, sponge, bucket"
26055,Asia,India,Delhi,-28.099,-74.0679,cupboard clean out,"Experience the joy of cupboard clean out in Delhi, India, surrounded by supportive mentors and local tradition.",Wellness,Advanced,Tier 3,3,Indoor,5,1 hour,$,Daily,"bins, labels, towels"
26056,Asia,China,Beijing,35.0574,-118.6936,scrapbooking,"Scrapbooking sessions in Beijing, China, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Outdoor,4,Half day,$,Seasonal,"notebook, pen, reading glasses"
26057,Asia,Turkey,Ankara,21.2581,102.4933,architecture admiration,"In Ankara, Turkey, participants can explore architecture admiration through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Crafts,Intermediate,Tier 2,2,Outdoor,1,Half day,$$,Daily,"camera, sketchbook, measure tape"
26058,Oceania,New Zealand,Christchurch,-36.3049,-39.9681,bag making,"In Christchurch, New Zealand, participants can explore bag making through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Food,Easy,Tier 1,1,Outdoor,2,30 min,$,Seasonal,"needle, thread, fabric"
26059,Europe,UK,Edinburgh,43.2701,82.6509,homegrown food,"In Edinburgh, UK, participants can explore homegrown food through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Indoor,3,Half day,$,Daily,"gloves, planter, seeds"
26060,Americas,Canada,Toronto,49.9321,130.8166,leather stitching,"Experience the joy of leather stitching in Toronto, Canada, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Indoor,4,Half day,$$,Daily,"punch, awl, stitching kit"
26061,Europe,Sweden,Gothenburg,-37.8965,66.6689,bag making,"Bag making sessions in Gothenburg, Sweden, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Indoor,5,Half day,$$$,Seasonal,"needle, thread, fabric"
26062,Americas,Brazil,São Paulo,-2.9286,62.9135,architecture admiration,"Architecture admiration sessions in São Paulo, Brazil, offer creativity, culture, and community learning.",Technology,Advanced,Tier 3,3,Outdoor,5,30 min,$,Monthly,"camera, sketchbook, measure tape"
26063,Africa,Kenya,Mombasa,-8.2967,119.2961,bag making,"Bag making sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Wellness,Intermediate,Tier 2,2,Indoor,2,2 hours,$,Daily,"needle, thread, fabric"
26064,Europe,Sweden,Malmö,43.2112,-94.8158,arts and crafts,"In Malmö, Sweden, participants can explore arts and crafts through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Technology,Intermediate,Tier 2,2,Indoor,3,1 hour,$$,Daily,"canvas, paint, brush set"
26065,Asia,Turkey,Ankara,-2.9902,-16.5576,DIY home,"Experience the joy of DIY home in Ankara, Turkey, surrounded by supportive mentors and local tradition.",Automotive,Easy,Tier 1,1,Indoor,4,Half day,$$,Seasonal,"toolbox, tape measure, gloves"
26066,Europe,Spain,Madrid,55.1775,99.1705,building photography,"Building photography sessions in Madrid, Spain, offer creativity, culture, and community learning.",Culture,Advanced,Tier 3,3,Indoor,1,30 min,$$,Seasonal,"camera, tripod, lens"
26067,Europe,Italy,Milan,57.4898,41.0472,jewelry making,"In Milan, Italy, participants can explore jewelry making through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Automotive,Intermediate,Tier 2,2,Indoor,2,Half day,$$,Monthly,"pliers, wire, beads"
26068,Americas,Argentina,Buenos Aires,48.7963,-101.578,bag making,"Experience the joy of bag making in Buenos Aires, Argentina, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Indoor,5,30 min,$,Daily,"needle, thread, fabric"
26069,Americas,Argentina,Córdoba,12.1134,68.4691,car maintenance,"Car maintenance sessions in Córdoba, Argentina, offer creativity, culture, and community learning.",Culture,Intermediate,Tier 2,2,Outdoor,2,Half day,$,Weekly,"wax, sponge, bucket"
26070,Americas,Canada,Calgary,34.8706,91.8149,cupboard clean out,"Experience the joy of cupboard clean out in Calgary, Canada, surrounded by supportive mentors and local tradition.",Food,Intermediate,Tier 2,2,Indoor,3,30 min,$,Seasonal,"bins, labels, towels"
26071,Oceania,New Zealand,Auckland,53.7146,9.6697,bag making,"Experience the joy of bag making in Auckland, New Zealand, surrounded by supportive mentors and local tradition.",Automotive,Advanced,Tier 3,3,Indoor,5,Half day,$$$,Monthly,"needle, thread, fabric"
26072,Americas,Brazil,Rio de Janeiro,-37.5516,99.5228,book club,"In Rio de Janeiro, Brazil, participants can explore book club through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Indoor,4,2 hours,$,Monthly,"notebook, pen, reading glasses"
26073,Oceania,New Zealand,Auckland,44.9261,129.597,electronics tinkering,"Experience the joy of electronics tinkering in Auckland, New Zealand, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Indoor,5,2 hours,$$,Daily,"breadboard, USB cable, resistors"
26074,Africa,Kenya,Mombasa,19.5332,-80.5668,room by room,"Room by room sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Automotive,Intermediate,Tier 2,2,Indoor,3,2 hours,$,Seasonal,"organizer, baskets, storage box"
26075,Oceania,New Zealand,Wellington,5.8029,82.4653,DIY hair and beauty,"In Wellington, New Zealand, participants can explore DIY hair and beauty through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Culture,Intermediate,Tier 2,2,Indoor,2,2 hours,$$,Weekly,"mirror, hairdryer, comb"
26076,Asia,Turkey,Ankara,58.4819,72.3849,metal crafting,"Experience the joy of metal crafting in Ankara, Turkey, surrounded by supportive mentors and local tradition.",Technology,Easy,Tier 1,1,Outdoor,2,Half day,$,Seasonal,"forge, tongs, grinder"
26077,Asia,Japan,Kyoto,53.3477,55.2515,DIY car,"In Kyoto, Japan, participants can explore DIY car through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Technology,Intermediate,Tier 2,2,Indoor,1,1 hour,$,Weekly,"wax, sponge, bucket"
26078,Africa,Kenya,Mombasa,56.3698,-74.5852,metal crafting,"Metal crafting sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Automotive,Advanced,Tier 3,3,Outdoor,1,30 min,$,Weekly,"forge, tongs, grinder"
26079,Europe,UK,Bristol,17.8875,93.2837,folk dance,"In Bristol, UK, participants can explore folk dance through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Wellness,Intermediate,Tier 2,2,Outdoor,3,30 min,$,Daily,"music player, dance shoes, mirrors"
26080,Europe,Spain,Valencia,26.4644,82.5258,bead design,"In Valencia, Spain, participants can explore bead design through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Automotive,Advanced,Tier 3,3,Indoor,5,Half day,$,Daily,"string, needle, clips"
26081,Oceania,Australia,Adelaide,22.0904,82.3988,home repair,"In Adelaide, Australia, participants can explore home repair through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Automotive,Easy,Tier 1,1,Outdoor,4,2 hours,$$,Monthly,"wrench, screwdriver, pliers"
