activity_title,description,instruction,activity_type,subcategory,duration_minutes,tier,cost,location,min_age,max_age,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match,time,Category
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #283),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Cervical Spine Glide Routine (Variation #284),Gentle cervical retractions to relieve tech-neck tightness.,1. Sit tall with chin parallel to floor.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Stoic Maxims Comprehension (Drill #285),Structured 5-minute active reading and comprehension exercise focused on stoic maxims comprehension.,1. Select a brief passage focused on stoic maxims comprehension.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #286,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
Segmented Morning Inhale - Protocol #287,Staccato three-part inhale to clear brain fog instantly.,1. Take short inhale step 1 into belly.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take short inhale step 2 into chest.,,,,,,,,,,,,,,,,,
,,3. Take short inhale step 3 into collarbones.,,,,,,,,,,,,,,,,,
,,4. Exhale smooth and unforced. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Pragmatic Grounding Tap (Variation #288),Rhythmic body tapping protocol to re-anchor spatial awareness.,1. Tap upper chest gently with fingertips for 60s.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Tap down arms, belly, thighs, and calves sequentially.",,,,,,,,,,,,,,,,,
,,3. Focus on tactile feedback and temperature.,,,,,,,,,,,,,,,,,
,,4. Repeat full-body rhythm 3 times across 5 minutes.,,,,,,,,,,,,,,,,,
Cervical Spine Glide Routine (Variation #289),Gentle cervical retractions to relieve tech-neck tightness.,1. Sit tall with chin parallel to floor.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Philosophical Text Study (Drill #290),Structured 5-minute active reading and comprehension exercise focused on philosophical text study.,1. Select a brief passage focused on philosophical text study.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Vagus Nerve Ocean Inhale - Protocol #291,Slow rhythmic deep breathing targeting vagal tone stimulation.,1. Sit upright with soft shoulders.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply into lower abdomen for 5s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly with a subtle back-of-throat hum for 5s.,,,,,,,,,,,,,,,,,
,,4. Repeat smoothly for 5 minutes.,,,,,,,,,,,,,,,,,
Segmented Morning Inhale - Protocol #292,Staccato three-part inhale to clear brain fog instantly.,1. Take short inhale step 1 into belly.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take short inhale step 2 into chest.,,,,,,,,,,,,,,,,,
,,3. Take short inhale step 3 into collarbones.,,,,,,,,,,,,,,,,,
,,4. Exhale smooth and unforced. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #293),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #294),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Psychology Insight Parsing (Drill #295),Structured 5-minute active reading and comprehension exercise focused on psychology insight parsing.,1. Select a brief passage focused on psychology insight parsing.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #296,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #297,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #298),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Wrist & Forearm Tension Release (Variation #299),Stretches wrist flexors and extensors for keyboard users.,"1. Extend right arm forward, palm up.",Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Pull fingers down with left hand gently for 30s.,,,,,,,,,,,,,,,,,
,,"3. Flip palm down, pull hand back toward wrist for 30s.",,,,,,,,,,,,,,,,,
,,4. Swap sides and repeat cycles for 5 minutes.,,,,,,,,,,,,,,,,,
Scientific Paper Abstract Review (Drill #300),Structured 5-minute active reading and comprehension exercise focused on scientific paper abstract review.,1. Select a brief passage focused on scientific paper abstract review.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Vagus Nerve Ocean Inhale - Protocol #301,Slow rhythmic deep breathing targeting vagal tone stimulation.,1. Sit upright with soft shoulders.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply into lower abdomen for 5s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly with a subtle back-of-throat hum for 5s.,,,,,,,,,,,,,,,,,
,,4. Repeat smoothly for 5 minutes.,,,,,,,,,,,,,,,,,
Bellows Vitality Pump - Protocol #302,Rhythmic rapid abdominal pumping to elevate alertness and focus.,1. Sit upright with extended spine.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take rapid rhythmic inhales and exhales through nose at 1-second cadence.,,,,,,,,,,,,,,,,,
,,3. Keep chest steady while belly pumps aggressively.,,,,,,,,,,,,,,,,,
,,4. Perform 3 sets of 30 seconds with 15s calm recovery between sets for 5 minutes.,,,,,,,,,,,,,,,,,
Ocular Horizon Tracking (Variation #303),Horizontal ocular motility reset to reduce digital eye strain.,1. Hold thumb out at arm length.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Move thumb slowly left to right while keeping head perfectly still.,,,,,,,,,,,,,,,,,
,,3. Follow thumb tip with eyes only.,,,,,,,,,,,,,,,,,
,,"4. Perform 10 sweeps, rest 10s, repeat for 5 minutes.",,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #304),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Neuroscience Focus Drill (Drill #305),Structured 5-minute active reading and comprehension exercise focused on neuroscience focus drill.,1. Select a brief passage focused on neuroscience focus drill.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Resonant Box Breath - Protocol #306,A balanced 4-4-4-4 rhythm to soothe the central nervous system.,1. Inhale through nose for 4 seconds.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Hold breath for 4 seconds.,,,,,,,,,,,,,,,,,
,,3. Exhale through mouth for 4 seconds.,,,,,,,,,,,,,,,,,
,,4. Hold empty for 4 seconds. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Sun Channel Activation - Protocol #307,Right nostril breath control to spark focus and metabolic energy.,1. Block left nostril gently with ring finger.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,4. Maintain rhythmic right-channel breathing for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #308),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Cervical Spine Glide Routine (Variation #309),Gentle cervical retractions to relieve tech-neck tightness.,1. Sit tall with chin parallel to floor.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Glide chin straight back creating a double chin.,,,,,,,,,,,,,,,,,
,,"3. Hold 3 seconds, release forward smoothly.",,,,,,,,,,,,,,,,,
,,"4. Perform 12 reps, 3 sets across 5 minutes.",,,,,,,,,,,,,,,,,
Creative Prose Speed Analysis (Drill #310),Structured 5-minute active reading and comprehension exercise focused on creative prose speed analysis.,1. Select a brief passage focused on creative prose speed analysis.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Vagus Nerve Ocean Inhale - Protocol #311,Slow rhythmic deep breathing targeting vagal tone stimulation.,1. Sit upright with soft shoulders.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply into lower abdomen for 5s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly with a subtle back-of-throat hum for 5s.,,,,,,,,,,,,,,,,,
,,4. Repeat smoothly for 5 minutes.,,,,,,,,,,,,,,,,,
Sun Channel Activation - Protocol #312,Right nostril breath control to spark focus and metabolic energy.,1. Block left nostril gently with ring finger.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Inhale deeply through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale through right nostril for 4s.,,,,,,,,,,,,,,,,,
,,4. Maintain rhythmic right-channel breathing for 5 minutes.,,,,,,,,,,,,,,,,,
Ocular Horizon Tracking (Variation #313),Horizontal ocular motility reset to reduce digital eye strain.,1. Hold thumb out at arm length.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Move thumb slowly left to right while keeping head perfectly still.,,,,,,,,,,,,,,,,,
,,3. Follow thumb tip with eyes only.,,,,,,,,,,,,,,,,,
,,"4. Perform 10 sweeps, rest 10s, repeat for 5 minutes.",,,,,,,,,,,,,,,,,
Seated Thoracic Decompression (Variation #314),Extends stiff thoracic spine after prolonged sitting.,1. Sit at front edge of chair.,Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,"2. Interlace fingers behind head, elbows wide.",,,,,,,,,,,,,,,,,
,,3. Inhale and arch upper back over chair back.,,,,,,,,,,,,,,,,,
,,4. Exhale and gently round forward. Repeat 10 times across 5 minutes.,,,,,,,,,,,,,,,,,
Stoic Maxims Comprehension (Drill #315),Structured 5-minute active reading and comprehension exercise focused on stoic maxims comprehension.,1. Select a brief passage focused on stoic maxims comprehension.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #316,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
Segmented Morning Inhale - Protocol #317,Staccato three-part inhale to clear brain fog instantly.,1. Take short inhale step 1 into belly.,Time-Bound,Energizing Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Moderate,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Take short inhale step 2 into chest.,,,,,,,,,,,,,,,,,
,,3. Take short inhale step 3 into collarbones.,,,,,,,,,,,,,,,,,
,,4. Exhale smooth and unforced. Repeat for 5 minutes.,,,,,,,,,,,,,,,,,
Somatic Tremor Shakeout (Variation #318),Vigorous full-body shaking to discharge nervous system tension.,1. Stand with feet shoulder-width apart.,Time-Bound,Therapeutic & Somatic Micro-Movements,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Begin bouncing lightly on heels and shaking wrist joints.,,,,,,,,,,,,,,,,,
,,"3. Allow vibration to travel up shoulders, jaw, and torso.",,,,,,,,,,,,,,,,,
,,4. Shake continuously for 5 minutes to release trapped stress.,,,,,,,,,,,,,,,,,
Wrist & Forearm Tension Release (Variation #319),Stretches wrist flexors and extensors for keyboard users.,"1. Extend right arm forward, palm up.",Time-Bound,Desk Mobility & Joint Resets,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Tactile",Solo,Moderate,"Mobility, Tension Release, Energy","Restless, Stiff, Lethargic",anytime,Micro-movements & Breathwork
,,2. Pull fingers down with left hand gently for 30s.,,,,,,,,,,,,,,,,,
,,"3. Flip palm down, pull hand back toward wrist for 30s.",,,,,,,,,,,,,,,,,
,,4. Swap sides and repeat cycles for 5 minutes.,,,,,,,,,,,,,,,,,
Technical Synthesis Reading (Drill #320),Structured 5-minute active reading and comprehension exercise focused on technical synthesis reading.,1. Select a brief passage focused on technical synthesis reading.,Time-Bound,Mindful Reading & Cognitive Micro-Drills,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Visual, Cognitive",Solo,Low,"Focus, Comprehension, Mental Clarity","Seeking Focus, Distracted, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Read continuously with active visual tracking for 3 minutes.,,,,,,,,,,,,,,,,,
,,3. Annotate key concepts or write down 2 core summary takeaways.,,,,,,,,,,,,,,,,,
,,4. Conclude with 1 minute of mental consolidation and recall check.,,,,,,,,,,,,,,,,,
Diaphragmatic Belly Anchor - Protocol #321,Deep grounding belly breathing to lower heart rate.,1. Place one hand on chest and one on belly.,Time-Bound,Calming Breathwork,5.0,1.0,Free,Indoor/Outdoor,12.0,99.0,Yes,Structured micro-duration provides a clear cognitive focus anchor without executive function overload.,"Proprioceptive, Rhythm",Solo,Low,"Calm, Stress Relief, Focus","Anxious, Stressed, Overwhelmed",anytime,Micro-movements & Breathwork
,,2. Breathe in deeply ensuring only the belly rises for 4s.,,,,,,,,,,,,,,,,,
,,3. Exhale slowly through pursed lips for 6s.,,,,,,,,,,,,,,,,,
,,4. Focus on tactile warmth of your hands for 5 minutes.,,,,,,,,,,,,,,,,,
