activity_title,description,instruction,activity_type,subcategory,duration_minutes,tier,cost,location,min_age,max_age,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match,time,Category
,,Cool-down (5 mins): Upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Functional Animal Flow Routine - Routine #920,Quadrupedal ground movement for spatial awareness and agility. Designed for trail/path training using kettlebell.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Wrist rolls, ankle flexes, cat-cow flow.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Bear Crawls (45s), Crab Walks (45s), Kick-Throughs (45s), Frogger Hops (45s). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep hip and wrist stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Park Bench Bodyweight Circuit - Routine #921,Upper and lower body strength circuit using outdoor benches. Designed for outdoor/indoor training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light jog, arm circles, leg swings.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): 4 rounds of Bench Push-ups (45s), Step-ups (45s), Bench Dips (45s), Incline Mountain Climbers (45s). Rest 15s between moves.",,,,,,,,,,,,,,,,,
,,"Cool-down (5 mins): Quad, chest, and shoulder stretches.",,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Hill Sprint Power Intervals - Routine #922,Explosive uphill sprinting for leg power and cardio drive. Designed for trail/path training using kettlebell.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jog to incline hill, dynamic leg swings.",,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 8x 30-second max effort uphill sprints. Walk down slowly for 90-second recovery after each sprint.,,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Slow walk and deep lower body stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Bodyweight AMRAP Explosion - Routine #923,As Many Rounds As Possible in 20 minutes. Designed for home/living room training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jogging, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): Set 20-minute timer. Perform 15 Jumping Jacks, 10 Push-ups, 15 Air Squats, 10 Tuck Jumps continuously.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full body recovery stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Kettlebell Outdoor Flow - Routine #924,Continuous kinetic chain strength and conditioning circuit. Designed for trail/path training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip halos, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 5 rounds of Kettlebell Swings (15 reps), Goblet Squats (12 reps), Single-arm Rows (10 reps/side). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full spine and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Banded Glute & Core Burnout - Routine #925,Lower body activation and stabilizer strengthening drill. Designed for stairwell training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip swings, light jogging.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Lateral Monster Walks (45s), Banded Squats (45s), Banded Glute Bridges (45s). Rest 15s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep glute and hip stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Dynamic Outdoor Flow & Core - Routine #926,Mat-based core stability and full-body mobility flow. Designed for home/living room training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Cat-Cow stretches, arm circles, hip circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Pilates Hundred (60s), Plank Shoulder Taps (45s), Bird-Dogs (45s), Swimming (45s). Rest 30s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Child's Pose and Cobra stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Park Bench Bodyweight Circuit - Routine #927,Upper and lower body strength circuit using outdoor benches. Designed for trail/path training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light jog, arm circles, leg swings.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): 4 rounds of Bench Push-ups (45s), Step-ups (45s), Bench Dips (45s), Incline Mountain Climbers (45s). Rest 15s between moves.",,,,,,,,,,,,,,,,,
,,"Cool-down (5 mins): Quad, chest, and shoulder stretches.",,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Hill Sprint Power Intervals - Routine #928,Explosive uphill sprinting for leg power and cardio drive. Designed for trail/path training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jog to incline hill, dynamic leg swings.",,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 8x 30-second max effort uphill sprints. Walk down slowly for 90-second recovery after each sprint.,,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Slow walk and deep lower body stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Bodyweight AMRAP Explosion - Routine #929,As Many Rounds As Possible in 20 minutes. Designed for trail/path training using kettlebell.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jogging, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): Set 20-minute timer. Perform 15 Jumping Jacks, 10 Push-ups, 15 Air Squats, 10 Tuck Jumps continuously.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full body recovery stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Kettlebell Outdoor Flow - Routine #930,Continuous kinetic chain strength and conditioning circuit. Designed for home/living room training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip halos, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 5 rounds of Kettlebell Swings (15 reps), Goblet Squats (12 reps), Single-arm Rows (10 reps/side). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full spine and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Resistance Band Park Loop - Routine #931,Anchored resistance loop training for full body tension. Designed for trail/path training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Anchor heavy band around sturdy tree or post.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Banded lateral walks, shoulder dislocations.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Chest Presses (15 reps), Banded Rows (15 reps), Banded Woodchoppers (12 reps/side). Rest 45s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Dynamic Outdoor Flow & Core - Routine #932,Mat-based core stability and full-body mobility flow. Designed for home/living room training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Cat-Cow stretches, arm circles, hip circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Pilates Hundred (60s), Plank Shoulder Taps (45s), Bird-Dogs (45s), Swimming (45s). Rest 30s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Child's Pose and Cobra stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Park Bench Bodyweight Circuit - Routine #933,Upper and lower body strength circuit using outdoor benches. Designed for home/living room training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light jog, arm circles, leg swings.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): 4 rounds of Bench Push-ups (45s), Step-ups (45s), Bench Dips (45s), Incline Mountain Climbers (45s). Rest 15s between moves.",,,,,,,,,,,,,,,,,
,,"Cool-down (5 mins): Quad, chest, and shoulder stretches.",,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Hill Sprint Power Intervals - Routine #934,Explosive uphill sprinting for leg power and cardio drive. Designed for playground training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jog to incline hill, dynamic leg swings.",,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 8x 30-second max effort uphill sprints. Walk down slowly for 90-second recovery after each sprint.,,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Slow walk and deep lower body stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Plyometric Jump Circuit - Routine #935,Explosive lower body jumping and landing mechanics drill. Designed for home/living room training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic calf hops, leg swings, arm circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Broad Jumps (45s), Skater Hops (45s), Squat Jumps (45s), Lateral Line Bounces (45s). Rest 60s after each round.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep quad and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Heavy Ruck Power Burnout - Routine #936,Weighted backpack cardio and bodyweight movement combo. Designed for trail/path training using kettlebell.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Put 10-15 kg in a sturdy backpack.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Power walk, arm circles, shoulder rolls.",,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 4 cycles of 3-min Power Walk -> 15 Ruck Squats -> 10 Ruck Overhead Presses -> 15 Ruck Good Mornings.,,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Shoulder and hip flexor stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Banded Glute & Core Burnout - Routine #937,Lower body activation and stabilizer strengthening drill. Designed for home/living room training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip swings, light jogging.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Lateral Monster Walks (45s), Banded Squats (45s), Banded Glute Bridges (45s). Rest 15s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep glute and hip stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Dynamic Outdoor Flow & Core - Routine #938,Mat-based core stability and full-body mobility flow. Designed for stairwell training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Cat-Cow stretches, arm circles, hip circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Pilates Hundred (60s), Plank Shoulder Taps (45s), Bird-Dogs (45s), Swimming (45s). Rest 30s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Child's Pose and Cobra stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Playground Bar Strength Builder - Routine #939,Upper body pull and push workout using outdoor playground gear. Designed for stairwell training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic arm swings, wrist rolls, brisk walk.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): 5 rounds of Inverted Rows (10 reps), Bench Dips (12 reps), Hanging Knee Raises (10 reps). Rest 90s between sets.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Agility Ladder Footwork Drills - Routine #940,Coordination and quick-feet speed protocol. Designed for stairwell training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light bounce, ankle circles, high knee marches.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): Perform 4 sets each of Icky Shuffle, In-Out Hops, Lateral High Knees, Single-leg Hops through agility grid.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Calf and Achilles tendon stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
